stem,lift,high_score_count,low_score_count,rate_in_high,rate_in_low,original_words
find-fund,9999.0,36,0,0.007588532883642495,0.0,find-funding
fueleu,9999.0,36,0,0.007588532883642495,0.0,fueleu
re-engin,9999.0,36,0,0.007588532883642495,0.0,"re-engineer, re-engineered, re-engineering"
sustainability-proof,9999.0,36,0,0.007588532883642495,0.0,sustainability-proofing
mosqu,9999.0,36,0,0.007588532883642495,0.0,"mosque, mosques"
age-relat,9999.0,36,0,0.007588532883642495,0.0,age-related
re-natur,9999.0,36,0,0.007588532883642495,0.0,"re-naturalization, re-naturalize, re-naturation, re-naturing"
ustainability,9999.0,36,0,0.007588532883642495,0.0,ustainability
pre-covid,9999.0,36,0,0.007588532883642495,0.0,pre-covid
angiosperm,9999.0,36,0,0.007588532883642495,0.0,"angiosperm, angiosperms"
sciencedirect,9999.0,36,0,0.007588532883642495,0.0,sciencedirect
prosum,9999.0,36,0,0.007588532883642495,0.0,"prosum, prosumer, prosumers"
clinician,9999.0,36,0,0.007588532883642495,0.0,"clinician, clinicians"
nano-electron,9999.0,36,0,0.007588532883642495,0.0,"nano-electronic, nano-electronics"
ceap,9999.0,36,0,0.007588532883642495,0.0,ceap
inclusivity,9999.0,36,0,0.007588532883642495,0.0,inclusivity
complacency,9999.0,36,0,0.007588532883642495,0.0,complacency
eu-lac,9999.0,36,0,0.007588532883642495,0.0,eu-lac
oward,9999.0,36,0,0.007588532883642495,0.0,owards
technical-support-instrument-tsi_en,9999.0,36,0,0.007588532883642495,0.0,technical-support-instrument-tsi_en
